Ano-calendário;Competência;Orçamento;Descrição;Valor da Receita Tributária;Percentual do PIB;Classificação Receita
2020;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;635111.4124;0.083461899;Baixa
2020;Tributos do Governo Estadual;Governo Estadual;ICMS;522690.3692;0.068688312;Baixa
2020;Tributos do Governo Estadual;Governo Estadual;IPVA;48177.84663;0.006331196;Baixa
2020;Tributos do Governo Estadual;Governo Estadual;ITCD;8521.225141;0.0011198;Baixa
2020;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;33552.46468;0.00440923;Baixa
2020;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;22169.50682;0.002913361;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;158188.0204;0.020787963;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;ISS;66795.73345;0.008777828;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;IPTU;44963.55659;0.005908796;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;ITBI;13289.86328;0.001746461;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;15069.01304;0.001980264;Baixa
2020;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;18069.85401;0.002374614;Baixa
2021;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2931744.592;0.329456628;Alta
2021;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1942372.212;0.218275289;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;796368.439;0.0894924;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;585629.528;0.065810484;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;53788.3399;0.006044498;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;210058.0321;0.023605402;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;321783.156;0.036160583;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;70413.55808;0.007912768;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;49023.80965;0.005509081;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;62036.126;0.006971348;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5567.194872;0.000625617;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;13071.78149;0.00146895;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;8459.509116;0.000950643;Baixa
2021;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;2166.931725;0.00024351;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;947486.8735;0.106474429;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;445184.7537;0.050027915;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;269704.7811;0.030308243;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;112468.8099;0.012638753;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;74484.32538;0.008370223;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;40848.15;0.004590336;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;3085.00078;0.000346679;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;13.09218269;1.47e-06;Baixa
2021;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;1697.96039;0.000190809;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;198516.8993;0.02230846;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;137193.0034;0.015417149;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;23832.98444;0.002678246;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;23102.76;0.002596187;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;1924.31822;0.000216246;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;7584.749096;0.000852341;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2048.74301;0.000230229;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1339.794235;0.00015056;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;0.27250904;3.06e-08;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;1482.512474;0.000166598;Baixa
2021;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;7.76194926;8.72e-07;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;790017.7706;0.08877874;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;ICMS;652283.5885;0.073300775;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;IPVA;51761.55176;0.005816737;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;ITCD;12329.58924;0.001385545;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;45441.43202;0.005106509;Baixa
2021;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;28201.60907;0.003169173;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;199354.6101;0.022402599;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;ISS;88694.05711;0.00996705;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;IPTU;55898.79301;0.006281662;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;ITBI;20575.84881;0.002312224;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;17749.81225;0.001994646;Baixa
2021;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;16436.09888;0.001847017;Baixa
